id,author_cn_name,author_en_name,author_org,backups
89722,白宇哲,,信息资源管理学院,信息资源管理
89723,黄兰兰,,信息资源管理学院,信息资源管理
89724,刘漫与,,经济学院,理论经济学
89725,胡静静,,商学院,工商管理
89726,常宇豪,,应用经济学院,应用经济学
89727,于泓珺,,商学院,工商管理
89728,孙中震,,统计学院,统计学
89729,杨航,,新闻学院,新闻传播学
89730,刘舟,,财政金融学院,应用经济学
89731,陈嘉男,,信息资源管理学院,信息资源管理
89732,刘玉仙,,新闻学院,新闻传播学
89733,李拯,,国际关系学院,政治学
89734,王嶷然,,国际关系学院,政治学
89735,何昕,,国际关系学院,政治学
89736,朱科敏,,经济学院,理论经济学
89737,周惠民,,经济学院,理论经济学
89738,谢文婷,,公共管理学院,公共管理
89739,朱琳薇,,法学院,法学
89740,邹永聪,,法学院,法学
89741,金亮,,财政金融学院,应用经济学
89742,依里斯,,历史学院,中国史
89743,叶凤美,,历史学院,中国史
89744,艾贝尔,,历史学院,中国史
89745,汪榆淼,,法学院,法学
89746,王晨曦,"Wang, Chenxi;Wang, Chenxi;Wang, Chenxi",商学院,工商管理
89747,范雪灵,"Fan, Xue-Ling;Xueling, Fan",商学院,工商管理
89748,段存儒,,环境学院,环境科学与工程
89749,陈艺璇,,文学院,中国语言文学
89750,吴雨蔚,,新闻学院,新闻传播学
89751,郝芮琳,,经济学院,理论经济学
89752,杨媛,,公共管理学院,公共管理
89753,阴赵丹,,法学院,法学
89754,任钢,,经济学院,理论经济学
89755,刘淑芳,,历史学院,中国史
89756,米里娅姆·汉森,,文学院,中国语言文学
89757,叶雅妮,,文学院,中国语言文学
89758,王璐瑾,,文学院,中国语言文学
89759,张新圣,"Zhang, Xinsheng",商学院,工商管理
89760,孔瑛,,公共管理学院,公共管理
89761,张菊枝,,社会与人口学院,社会学
89762,沈元军,,马克思主义学院,马克思主义理论
89763,王运通,,商学院,工商管理
89764,吕聪聪,,新闻学院,新闻传播学
89765,张晗煜,,新闻学院,新闻传播学
89766,胡露,,农业与农村发展学院,农林经济管理
89767,杜婷婷,,社会与人口学院,社会学
89768,吕文岱,"Lv, Wendai",商学院,工商管理
89769,徐士琴,"Xu, Shi-Qin",商学院,工商管理
89770,明娟,,劳动人事学院,公共管理
89771,王煜霏,,马克思主义学院,马克思主义理论
89772,许会娟,,历史学院,中国史
89773,蒋媛,,法学院,法学
89774,万嘉滢,,商学院,工商管理
89775,单莹,,商学院,工商管理
89776,肖大恒,,社会与人口学院,社会学
89777,许静文,"Xu, Jingwen",法学院,法学
89778,王晓玥,,国际关系学院,政治学
89779,张广建,,经济学院,理论经济学
89780,杜海涛,,公共管理学院,公共管理
89781,张开然,,公共管理学院,公共管理
89782,胡鑫怡,,公共管理学院,公共管理
89783,邱怡轩,,统计学院,统计学
89784,孙丽娟,,法学院,法学
89785,崔雅琪,,应用经济学院,应用经济学
89786,侯俊玲,,历史学院,中国史
89787,孙静静,,历史学院,中国史
89788,林菁,,国际关系学院,政治学
89789,刘耀淞,"Liu, Yaosong",商学院,工商管理
89790,熊赟,,劳动人事学院,公共管理
89791,张思阳,,商学院,工商管理
89792,侍怡君,"Shi, Yijun",外国语学院,外国语言文学
89793,李一帆,,新闻学院,新闻传播学
89794,李炜,,新闻学院,新闻传播学
89795,谭思,"Tan, Si",农业与农村发展学院,农林经济管理
89796,姜艳庆,,经济学院,理论经济学
89797,张健,,经济学院,理论经济学
89798,林欣蔚,,劳动人事学院,公共管理
89799,郭闻捷,,新闻学院,新闻传播学
89800,蒙禹诺,,法学院,法学
89801,宋鑫,,马克思主义学院,马克思主义理论
89802,李子文,,商学院,工商管理
89803,吴峥嵘,,公共管理学院,公共管理
89804,王芳菲,,新闻学院,新闻传播学
89805,李宇,,新闻学院,新闻传播学
89806,莫竞西,,新闻学院,新闻传播学
89807,熊欢,,农业与农村发展学院,农林经济管理
89808,曾雅婷,,农业与农村发展学院,农林经济管理
89809,厉妍彤,,经济学院,理论经济学
89810,肖远,,文学院,中国语言文学
89811,傅一敏,"Fu, Yimin",农业与农村发展学院,农林经济管理
89812,付冰清,,新闻学院,新闻传播学
89813,江照,,法学院,法学
89814,张冬冬,,马克思主义学院,马克思主义理论
89815,宋作宇,,哲学院,哲学
89816,王瑞平,,国际关系学院,政治学
89817,宋爱娴,,经济学院,理论经济学
89818,刘盛,,艺术学院,艺术学理论
89819,郑随心,,哲学院,哲学
89820,侯宝柱,,公共管理学院,公共管理
89821,郑鑫,,公共管理学院,公共管理
89822,戴丽华,,商学院,工商管理
89823,张阳悦,,农业与农村发展学院,农林经济管理
89824,骆南峰,,劳动人事学院,公共管理
89825,李祯,"Li, Zhen",劳动人事学院,公共管理
89826,李登旺,,农业与农村发展学院,农林经济管理
89827,何民捷,,法学院,法学
89828,陈可彦,,信息资源管理学院,信息资源管理
89829,展晓鸣,,信息资源管理学院,信息资源管理
89830,亓磊,,财政金融学院,应用经济学
89831,肖翠翠,,环境学院,环境科学与工程
89832,杜锐,,农业与农村发展学院,农林经济管理
89833,赵淼,,哲学院,哲学
89834,叶葩,,环境学院,环境科学与工程
89835,万慧玲,,环境学院,环境科学与工程
89836,王昭茜,,劳动人事学院,公共管理
89837,周源,,新闻学院,新闻传播学
89838,贾子娟,,信息资源管理学院,信息资源管理
89839,郑腾豪,,商学院,工商管理
89840,谢露,"Xie, Lu",商学院,工商管理
89841,郭凤林,,农业与农村发展学院,农林经济管理
89842,张璟,"Zhang, Jing",农业与农村发展学院,农林经济管理
89843,王录安,,农业与农村发展学院,农林经济管理
89844,陈礼清,"Chen, Liqing",财政金融学院,应用经济学
89845,李玲玲,,商学院,工商管理
89846,吴慧,,经济学院,理论经济学
89847,田卓,,公共管理学院,公共管理
89848,王赫奕,,国际关系学院,政治学
89849,崔玉开,,公共管理学院,公共管理
89850,西恩·伍兹,,文学院,中国语言文学
89851,魏爽,,文学院,中国语言文学
89852,王梦雨,,经济学院,理论经济学
89853,李蹊,,公共管理学院,公共管理
89854,王一子,,经济学院,理论经济学
89855,楚珊珊,,经济学院,理论经济学
89856,方建潮,,公共管理学院,公共管理
89857,周卫东,,经济学院,理论经济学
89858,谢宝国,"Xie, Baoguo",劳动人事学院,公共管理
89859,梁鹏,"Liang, Peng",商学院,工商管理
89860,田淑英,,商学院,工商管理
89861,蒋敏杰,,经济学院,理论经济学
89862,殷赏,,应用经济学院,应用经济学
89863,于小宁,,信息资源管理学院,信息资源管理
89864,刘勇凤,,商学院,工商管理
89865,陈媛,,马克思主义学院,马克思主义理论
89866,赵桂梅,,哲学院,哲学
89867,李海尧,,法学院,法学
89868,夏梦,,经济学院,理论经济学
89869,阮致远,,法学院,法学
89870,方荷琴,,经济学院,理论经济学
89871,韩佳平,"Han, Jiaping",商学院,工商管理
89872,霍鹏,,农业与农村发展学院,农林经济管理
89873,彭楚乔,,农业与农村发展学院,农林经济管理
89874,郝玉玲,,劳动人事学院,公共管理
89875,辛洪波,,公共管理学院,公共管理
89876,刘越,,经济学院,理论经济学
89877,王小军,,经济学院,理论经济学
89878,吴昌,,环境学院,环境科学与工程
89879,葛婧,,环境学院,环境科学与工程
89880,潘晓丽,,环境学院,环境科学与工程
89881,尹占华,,统计学院,统计学
89882,夏圣洁,,商学院,工商管理
89883,夏冬,,统计学院,统计学
89884,熊卓,,商学院,工商管理
89885,秦升,,经济学院,理论经济学
89886,张侨然,,经济学院,理论经济学
89887,罗震世,,商学院,工商管理
89888,刘成运,,商学院,工商管理
89889,常诚,,经济学院,理论经济学
89890,邵峰,,农业与农村发展学院,农林经济管理
89891,徐立成,,农业与农村发展学院,农林经济管理
89892,潘素梅,,农业与农村发展学院,农林经济管理
89893,许前军,,农业与农村发展学院,农林经济管理
89894,胡竞秋,"Jingqiu, Hu;Hu, Jingqiu",经济学院,理论经济学
89895,周梦璐,,社会与人口学院,社会学
89896,周湘凤,,经济学院,理论经济学
89897,邵然,,公共管理学院,公共管理
89898,段建强,,公共管理学院,公共管理
89899,邬琼,"Wu, Qiong",经济学院,理论经济学
89900,杨子怡,,新闻学院,新闻传播学
89901,冯绍雯,,商学院,工商管理
89902,薛凡,,财政金融学院,应用经济学
89903,王乙杰,"Wang, Yijie",经济学院,理论经济学
89904,高富贵,,体育部,体育学
89905,秦霞,,体育部,体育学
89906,吴建丽,,法学院,法学
89907,程继荣,,经济学院,理论经济学
89908,张梅,"Zhang, Mei",环境学院,环境科学与工程
89909,吴永涛,,环境学院,环境科学与工程
89910,唐婷,,马克思主义学院,马克思主义理论
89911,毕博洋,,统计学院,统计学
89912,郑瑜,,环境学院,环境科学与工程
89913,王彩虹,"Wang, Caihong",农业与农村发展学院,农林经济管理
89914,程龙,,财政金融学院,应用经济学
89915,易丹,,财政金融学院,应用经济学
89916,徐一丁,,统计学院,统计学
89917,石宏亮,,马克思主义学院,马克思主义理论
89918,苏伦嘎,,法学院,法学
89919,姚青松,"Yao, Qingsong",经济学院,理论经济学
89920,林丛丛,"Lin, Congcong",商学院,工商管理
89921,余中华,,农业与农村发展学院,农林经济管理
89922,胡盼,,公共管理学院,公共管理
89923,段彩虹,,哲学院,哲学
89924,邓莉雅,,哲学院,哲学
89925,盖双双,,信息资源管理学院,信息资源管理
89926,陆君瑶,,马克思主义学院,马克思主义理论
89927,尹慧,"Yin, Hui",经济学院,理论经济学
89928,张良贵,,经济学院,理论经济学
89929,房风文,,农业与农村发展学院,农林经济管理
89930,廖金英,,新闻学院,新闻传播学
89931,刘传扬,,商学院,工商管理
89932,任丹怡,,社会与人口学院,社会学
89933,曾兴亮,,经济学院,理论经济学
89934,高璐娜,,信息资源管理学院,信息资源管理
89935,陈妍,,环境学院,环境科学与工程
89936,尉赤,,劳动人事学院,公共管理
89937,陈成漳,,商学院,工商管理
89938,翟敏,,经济学院,理论经济学
89939,孙平,,社会与人口学院,社会学
89940,王永海,,商学院,工商管理
89941,李丹妮,,商学院,工商管理
89942,董长贵,"Dong, Changgui",公共管理学院,公共管理
89943,周润民,"Zhou, Runmin",公共管理学院,公共管理
89944,李佳颖,"Li, Jiaying",公共管理学院,公共管理
89945,郭敬禹,,商学院,工商管理
89946,程栩,,经济学院,理论经济学
89947,吴应宁,,经济学院,理论经济学
89948,吕旺弟,,财政金融学院,应用经济学
89949,王玉梅,,商学院,工商管理
89950,苏文卿,,法学院,法学
89951,门钰璐,,公共管理学院,公共管理
89952,裴沛,,历史学院,中国史
89953,王爱平,,法学院,法学
89954,吴本健,,农业与农村发展学院,农林经济管理
89955,王红博,,历史学院,中国史
89956,曹璞,,新闻学院,新闻传播学
89957,傅予,"Fu, Yu",信息资源管理学院,信息资源管理
89958,刘力超,"Liu, Lichao",信息资源管理学院,信息资源管理
89959,刘春晓,,心理学系,心理学
89960,刘立志,,心理学系,心理学
89961,王秋怡,,历史学院,中国史
89962,丁鸿君,,经济学院,理论经济学
89963,靳兴初,,农业与农村发展学院,农林经济管理
89964,李珍珍,,马克思主义学院,马克思主义理论
89965,于宗亮,,商学院,工商管理
89966,谢芳,,环境学院,环境科学与工程
89967,邓路,,商学院,工商管理
89968,虞香群,,信息资源管理学院,信息资源管理
89969,黄臻尔,,国际关系学院,政治学
89970,杨博,,经济学院,理论经济学
89971,程云飞,,环境学院,环境科学与工程
89972,卢福永,,商学院,工商管理
89973,黄千员,,商学院,工商管理
89974,孟陆,"Meng, Lu;Meng, Lu",商学院,工商管理
89975,焦腾啸,,商学院,工商管理
89976,朱涛,,社会与人口学院,社会学
89977,高新远,,经济学院,理论经济学
89978,何宁致,,经济学院,理论经济学
89979,臧红岩,,国际关系学院,政治学
89980,高宇杰,,应用经济学院,应用经济学
89981,房燕,,文学院,中国语言文学
89982,白立超,,国学院,中国语言文学
89983,韩冲,,经济学院,理论经济学
89984,屈熠,,经济学院,理论经济学
89985,韩宜霖,,心理学系,心理学
89986,高琳轩,,新闻学院,新闻传播学
89987,王子渊,,教育学院,教育学
89988,谈伟,,信息资源管理学院,信息资源管理
89989,高苏,,信息资源管理学院,信息资源管理
89990,姚亚男,,商学院,工商管理
89991,黄勇,,农业与农村发展学院,农林经济管理
89992,张乐乐,,心理学系,心理学
89993,唐剑彦,,历史学院,中国史
89994,张在一,,农业与农村发展学院,农林经济管理
89995,刘晓君,,经济学院,理论经济学
89996,霍仟,,新闻学院,新闻传播学
89997,邓耀敏,,新闻学院,新闻传播学
89998,陆萍,,文学院,中国语言文学
89999,王庆,,经济学院,理论经济学
90000,张腾军,,国际关系学院,政治学
90001,王营,,劳动人事学院,公共管理
90002,余毅锟,,劳动人事学院,公共管理
90003,陈俊杰,,公共管理学院,公共管理
90004,高天一,,劳动人事学院,公共管理
90005,邹先强,"Zou, Xianqiang",劳动人事学院,公共管理
90006,鲍仁杰,"Bao, Renjie",经济学院,理论经济学
90007,汤璇,,新闻学院,新闻传播学
90008,齐天宇,,法学院,法学
90009,邝西曦,,新闻学院,新闻传播学
90010,边思玮,,新闻学院,新闻传播学
90011,俞哲旻,,新闻学院,新闻传播学
90012,张宝成,,法学院,法学
90013,吴孟非,,经济学院,理论经济学
90014,秦臻,,经济学院,理论经济学
90015,胡婧,,公共管理学院,公共管理
90016,林佳妮,,经济学院,理论经济学
90017,喻开,,商学院,工商管理
90018,袁忆秋,,经济学院,理论经济学
90019,戴颖玥,,经济学院,理论经济学
90020,杜爽,,财政金融学院,应用经济学
90021,胡历芳,,农业与农村发展学院,农林经济管理
90022,周玉芬,"Zhou, Yufen",环境学院,环境科学与工程
